SalesID,OrderDate,CustomerID,ProductID,Quantity,Cost,SalesAmount,Profit
ORD100751,2023-03-08,CUST1132,PROD105,7,255.4,2369.12,581.32
ORD100752,2024-03-01,CUST1104,PROD127,4,144.94,847.7,267.94
ORD100753,2024-03-10,CUST1089,PROD119,4,341.85,1879.0,511.6
ORD100754,2023-01-08,CUST1114,PROD116,7,56.79,503.84,106.31
ORD100755,2024-11-24,CUST1071,PROD135,3,205.94,822.49,204.67
ORD100756,2024-04-10,CUST1097,PROD141,7,62.27,501.66,65.77
ORD100757,2022-06-22,CUST1017,PROD138,1,313.0,364.6,51.6
ORD100758,2023-12-23,CUST1112,PROD128,1,19.97,23.76,3.79
ORD100759,2022-08-29,CUST1017,PROD111,2,462.46,1196.14,271.22
ORD100760,2022-07-18,CUST1102,PROD147,9,325.36,3533.59,605.35
ORD100761,2022-09-20,CUST1102,PROD100,6,278.28,1903.8,234.12
ORD100762,2022-03-19,CUST1058,PROD118,2,371.35,971.01,228.31
ORD100763,2023-01-29,CUST1087,PROD137,3,174.59,722.35,198.58
ORD100764,2023-04-15,CUST1183,PROD138,4,313.0,1425.5,173.5
ORD100765,2023-06-06,CUST1162,PROD114,6,130.55,1090.03,306.73
ORD100766,2024-10-13,CUST1196,PROD111,4,462.46,2052.34,202.5
ORD100767,2022-10-12,CUST1130,PROD137,9,174.59,2167.74,596.43
ORD100768,2024-12-24,CUST1113,PROD110,5,170.09,1259.72,409.27
ORD100769,2024-08-28,CUST1025,PROD123,8,174.14,1786.96,393.84
ORD100770,2024-06-11,CUST1070,PROD107,3,189.65,640.84,71.89
ORD100771,2023-02-26,CUST1138,PROD123,8,174.14,1689.96,296.84
ORD100772,2024-08-25,CUST1019,PROD124,9,339.74,3543.84,486.18
ORD100773,2022-04-22,CUST1173,PROD117,5,177.5,1154.08,266.58
ORD100774,2024-04-28,CUST1079,PROD116,4,56.79,266.3,39.14
ORD100775,2023-08-18,CUST1084,PROD128,6,19.97,179.56,59.74
ORD100776,2024-03-29,CUST1181,PROD121,4,356.71,1808.99,382.15
ORD100777,2023-05-06,CUST1182,PROD118,8,371.35,3728.17,757.37
ORD100778,2024-09-05,CUST1035,PROD111,2,462.46,1041.15,116.23
ORD100779,2022-01-29,CUST1175,PROD124,7,339.74,3185.42,807.24
ORD100780,2022-11-06,CUST1199,PROD125,4,440.22,2024.52,263.64
ORD100781,2022-07-17,CUST1104,PROD126,9,274.12,2972.08,505.0
ORD100782,2023-06-25,CUST1060,PROD138,9,313.0,3435.77,618.77
ORD100783,2022-05-08,CUST1036,PROD146,6,6.34,43.34,5.3
ORD100784,2022-06-21,CUST1113,PROD115,7,225.84,2263.83,682.95
ORD100785,2022-03-04,CUST1156,PROD137,5,174.59,998.84,125.89
ORD100786,2024-04-22,CUST1172,PROD133,7,461.45,4177.24,947.09
ORD100787,2023-10-12,CUST1046,PROD121,1,356.71,433.63,76.92
ORD100788,2024-01-10,CUST1137,PROD113,2,29.1,69.53,11.33
ORD100789,2024-04-23,CUST1100,PROD130,3,8.9,31.75,5.05
ORD100790,2024-05-14,CUST1087,PROD120,4,313.08,1713.11,460.79
ORD100791,2022-06-16,CUST1163,PROD130,3,8.9,37.85,11.15
ORD100792,2022-02-01,CUST1092,PROD127,8,144.94,1465.13,305.61
ORD100793,2024-11-11,CUST1018,PROD134,9,49.3,544.6,100.9
ORD100794,2023-01-07,CUST1078,PROD129,7,356.62,3475.94,979.6
ORD100795,2024-05-25,CUST1148,PROD102,3,230.44,834.88,143.56
ORD100796,2022-12-22,CUST1036,PROD111,3,462.46,2009.18,621.8
ORD100797,2022-09-08,CUST1072,PROD127,6,144.94,1058.83,189.19
ORD100798,2024-01-15,CUST1112,PROD134,1,49.3,55.24,5.94
ORD100799,2022-10-07,CUST1103,PROD101,3,139.47,538.97,120.56
ORD100800,2024-04-08,CUST1013,PROD109,2,376.54,918.73,165.65
ORD100801,2024-03-26,CUST1107,PROD122,9,106.44,1232.3,274.34
ORD100802,2024-11-26,CUST1021,PROD123,9,174.14,1907.06,339.8
ORD100803,2023-08-30,CUST1059,PROD124,4,339.74,2031.38,672.42
ORD100804,2024-03-21,CUST1189,PROD103,9,203.85,2733.29,898.64
ORD100805,2023-05-28,CUST1032,PROD133,4,461.45,2486.32,640.52
ORD100806,2024-06-21,CUST1030,PROD124,3,339.74,1490.74,471.52
ORD100807,2024-01-04,CUST1073,PROD127,7,144.94,1243.04,228.46
ORD100808,2024-12-27,CUST1091,PROD112,1,431.85,611.14,179.29
ORD100809,2022-10-15,CUST1189,PROD139,5,143.14,1006.29,290.59
ORD100810,2024-03-08,CUST1156,PROD126,7,274.12,2383.44,464.6
ORD100811,2022-01-17,CUST1056,PROD137,9,174.59,2181.9,610.59
ORD100812,2022-10-10,CUST1023,PROD131,6,189.48,1293.14,156.26
ORD100813,2022-08-22,CUST1092,PROD138,9,313.0,3360.77,543.77
ORD100814,2022-09-25,CUST1184,PROD128,1,19.97,23.64,3.67
ORD100815,2024-04-03,CUST1066,PROD136,7,17.04,161.06,41.78
ORD100816,2024-06-12,CUST1020,PROD119,9,341.85,3632.62,555.97
ORD100817,2022-11-20,CUST1086,PROD105,8,255.4,2479.27,436.07
ORD100818,2023-06-17,CUST1096,PROD147,1,325.36,393.34,67.98
ORD100819,2023-04-21,CUST1135,PROD107,5,189.65,1400.89,452.64
ORD100820,2023-05-27,CUST1184,PROD115,5,225.84,1670.31,541.11
ORD100821,2023-09-24,CUST1021,PROD134,1,49.3,70.63,21.33
ORD100822,2022-09-28,CUST1084,PROD113,8,29.1,298.13,65.33
ORD100823,2022-09-28,CUST1147,PROD124,7,339.74,3082.18,704.0
ORD100824,2022-03-22,CUST1089,PROD147,7,325.36,2846.51,568.99
ORD100825,2023-03-24,CUST1175,PROD143,5,349.16,2242.19,496.39
ORD100826,2023-01-09,CUST1165,PROD119,2,341.85,790.77,107.07
ORD100827,2022-02-13,CUST1088,PROD148,5,302.19,1825.82,314.87
ORD100828,2024-07-05,CUST1083,PROD111,5,462.46,2714.73,402.43
ORD100829,2024-10-16,CUST1183,PROD134,3,49.3,214.8,66.9
ORD100830,2023-06-20,CUST1170,PROD124,2,339.74,934.96,255.48
ORD100831,2024-04-13,CUST1013,PROD121,4,356.71,1645.62,218.78
ORD100832,2024-02-29,CUST1172,PROD149,9,296.43,3393.97,726.1
ORD100833,2023-03-18,CUST1091,PROD122,5,106.44,654.74,122.54
ORD100834,2023-08-04,CUST1086,PROD133,2,461.45,1020.71,97.81
ORD100835,2024-09-27,CUST1091,PROD139,8,143.14,1598.33,453.21
ORD100836,2024-03-03,CUST1131,PROD143,3,349.16,1336.67,289.19
ORD100837,2022-12-09,CUST1185,PROD132,5,267.62,1665.48,327.38
ORD100838,2022-10-01,CUST1161,PROD118,4,371.35,1742.17,256.77
ORD100839,2024-02-13,CUST1029,PROD116,3,56.79,220.68,50.31
ORD100840,2022-12-09,CUST1085,PROD105,9,255.4,2778.22,479.62
ORD100841,2022-09-08,CUST1066,PROD131,5,189.48,1234.57,287.17
ORD100842,2023-07-29,CUST1038,PROD120,5,313.08,1878.73,313.33
ORD100843,2022-05-20,CUST1152,PROD127,9,144.94,1587.6,283.14
ORD100844,2022-06-08,CUST1077,PROD142,7,290.68,2584.28,549.52
ORD100845,2022-11-24,CUST1025,PROD121,8,356.71,3836.39,982.71
ORD100846,2024-09-17,CUST1037,PROD106,3,158.64,683.91,207.99
ORD100847,2022-02-12,CUST1014,PROD123,7,174.14,1476.75,257.77
ORD100848,2022-11-24,CUST1157,PROD148,4,302.19,1487.92,279.16
ORD100849,2023-10-28,CUST1111,PROD139,5,143.14,971.83,256.13
ORD100850,2023-05-08,CUST1135,PROD131,7,189.48,1986.81,660.45
ORD100851,2024-04-02,CUST1058,PROD108,9,264.86,2842.15,458.41
ORD100852,2022-12-06,CUST1155,PROD142,9,290.68,3108.76,492.64
ORD100853,2022-01-26,CUST1156,PROD135,6,205.94,1764.64,529.0
ORD100854,2022-06-23,CUST1086,PROD127,2,144.94,411.41,121.53
ORD100855,2023-05-06,CUST1068,PROD135,7,205.94,1775.46,333.88
ORD100856,2024-06-03,CUST1195,PROD101,9,139.47,1388.16,132.93
ORD100857,2024-09-07,CUST1024,PROD138,9,313.0,3582.68,765.68
ORD100858,2024-05-01,CUST1154,PROD134,5,49.3,324.74,78.24
ORD100859,2022-09-07,CUST1137,PROD128,8,19.97,224.31,64.55
ORD100860,2023-07-04,CUST1187,PROD136,8,17.04,185.99,49.67
ORD100861,2022-06-11,CUST1105,PROD122,5,106.44,728.5,196.3
ORD100862,2023-03-21,CUST1183,PROD109,2,376.54,1070.39,317.31
ORD100863,2024-05-26,CUST1071,PROD131,3,189.48,801.47,233.03
ORD100864,2024-08-14,CUST1084,PROD146,9,6.34,73.57,16.51
ORD100865,2022-06-15,CUST1139,PROD125,1,440.22,502.7,62.48
ORD100866,2024-10-15,CUST1198,PROD102,9,230.44,2956.92,882.96
ORD100867,2022-12-21,CUST1092,PROD105,1,255.4,342.42,87.02
ORD100868,2022-09-30,CUST1109,PROD131,8,189.48,1687.44,171.6
ORD100869,2022-07-21,CUST1002,PROD129,4,356.62,2019.03,592.55
ORD100870,2022-03-29,CUST1167,PROD140,8,108.83,1094.69,224.05
ORD100871,2022-10-08,CUST1057,PROD124,2,339.74,832.8,153.32
ORD100872,2024-10-27,CUST1155,PROD148,1,302.19,394.67,92.48
ORD100873,2024-02-07,CUST1159,PROD130,3,8.9,36.54,9.84
ORD100874,2022-03-03,CUST1163,PROD120,3,313.08,1380.63,441.39
ORD100875,2024-10-09,CUST1140,PROD113,4,29.1,129.25,12.85
ORD100876,2023-04-04,CUST1064,PROD134,5,49.3,301.19,54.69
ORD100877,2024-03-08,CUST1151,PROD125,5,440.22,2456.82,255.72
ORD100878,2024-10-13,CUST1133,PROD144,5,337.62,2426.23,738.13
ORD100879,2022-01-29,CUST1183,PROD105,5,255.4,1764.07,487.07
ORD100880,2023-04-12,CUST1192,PROD132,5,267.62,1616.73,278.63
ORD100881,2022-03-26,CUST1035,PROD141,7,62.27,613.63,177.74
ORD100882,2024-07-11,CUST1127,PROD104,7,127.96,1212.22,316.5
ORD100883,2023-03-25,CUST1010,PROD135,6,205.94,1685.48,449.84
ORD100884,2023-01-02,CUST1157,PROD123,9,174.14,2194.43,627.17
ORD100885,2023-01-23,CUST1063,PROD142,9,290.68,3046.19,430.07
ORD100886,2024-03-16,CUST1048,PROD102,7,230.44,2161.82,548.74
ORD100887,2022-01-08,CUST1059,PROD118,2,371.35,970.75,228.05
ORD100888,2023-10-14,CUST1116,PROD110,2,170.09,420.53,80.35
ORD100889,2023-01-22,CUST1175,PROD148,6,302.19,2524.34,711.2
ORD100890,2024-02-25,CUST1189,PROD148,4,302.19,1539.59,330.83
ORD100891,2024-04-26,CUST1138,PROD127,2,144.94,373.37,83.49
ORD100892,2022-04-21,CUST1147,PROD128,4,19.97,94.55,14.67
ORD100893,2023-09-13,CUST1077,PROD122,8,106.44,1188.37,336.85
ORD100894,2024-11-20,CUST1185,PROD137,6,174.59,1156.74,109.2
ORD100895,2022-05-09,CUST1195,PROD133,3,461.45,1798.12,413.77
ORD100896,2022-10-28,CUST1036,PROD109,1,376.54,495.17,118.63
ORD100897,2023-11-16,CUST1003,PROD146,8,6.34,61.22,10.5
ORD100898,2023-09-20,CUST1163,PROD120,6,313.08,2192.96,314.48
ORD100899,2024-08-15,CUST1199,PROD143,7,349.16,3028.72,584.6
ORD100900,2022-09-12,CUST1074,PROD127,3,144.94,496.72,61.9
ORD100901,2024-10-21,CUST1084,PROD148,8,302.19,3356.66,939.14
ORD100902,2023-02-18,CUST1092,PROD135,8,205.94,2195.24,547.72
ORD100903,2024-07-19,CUST1072,PROD105,9,255.4,2566.86,268.26
ORD100904,2024-10-07,CUST1008,PROD127,7,144.94,1503.13,488.55
ORD100905,2024-10-08,CUST1124,PROD110,4,170.09,958.43,278.07
ORD100906,2024-11-11,CUST1197,PROD137,2,174.59,520.19,171.01
ORD100907,2022-03-05,CUST1187,PROD137,3,174.59,710.81,187.04
ORD100908,2023-10-20,CUST1185,PROD133,7,461.45,4770.43,1540.28
ORD100909,2024-11-28,CUST1116,PROD148,3,302.19,1288.47,381.9
ORD100910,2024-06-16,CUST1086,PROD123,7,174.14,1491.38,272.4
ORD100911,2022-05-24,CUST1050,PROD135,1,205.94,288.66,82.72
ORD100912,2024-09-28,CUST1099,PROD149,8,296.43,2723.94,352.5
ORD100913,2023-12-28,CUST1080,PROD136,4,17.04,88.78,20.62
ORD100914,2023-09-19,CUST1117,PROD108,1,264.86,387.62,122.76
ORD100915,2022-09-25,CUST1155,PROD111,3,462.46,1817.26,429.88
ORD100916,2023-05-14,CUST1096,PROD113,8,29.1,344.24,111.44
ORD100917,2024-03-19,CUST1047,PROD113,5,29.1,182.27,36.77
ORD100918,2024-08-05,CUST1194,PROD146,1,6.34,8.3,1.96
ORD100919,2022-02-17,CUST1011,PROD121,5,356.71,2368.19,584.64
ORD100920,2024-02-12,CUST1082,PROD131,3,189.48,843.68,275.24
ORD100921,2022-09-12,CUST1024,PROD116,1,56.79,78.54,21.75
ORD100922,2023-10-09,CUST1128,PROD103,9,203.85,2454.63,619.98
ORD100923,2022-07-20,CUST1109,PROD145,6,474.69,3207.81,359.67
ORD100924,2023-05-08,CUST1188,PROD124,4,339.74,1616.11,257.15
ORD100925,2022-01-19,CUST1087,PROD143,1,349.16,401.31,52.15
ORD100926,2024-10-23,CUST1001,PROD137,5,174.59,1138.73,265.78
ORD100927,2022-07-17,CUST1093,PROD121,9,356.71,4803.79,1593.4
ORD100928,2023-05-21,CUST1047,PROD121,9,356.71,4606.98,1396.59
ORD100929,2022-12-29,CUST1102,PROD111,5,462.46,2995.66,683.36
ORD100930,2022-06-07,CUST1178,PROD142,2,290.68,759.12,177.76
ORD100931,2023-10-20,CUST1125,PROD147,1,325.36,363.27,37.91
ORD100932,2023-03-19,CUST1126,PROD148,3,302.19,1300.13,393.56
ORD100933,2023-01-31,CUST1197,PROD113,1,29.1,36.45,7.35
ORD100934,2022-12-11,CUST1085,PROD132,4,267.62,1189.37,118.89
ORD100935,2022-01-12,CUST1034,PROD107,2,189.65,557.46,178.16
ORD100936,2022-05-12,CUST1038,PROD111,1,462.46,590.08,127.62
ORD100937,2024-09-23,CUST1127,PROD139,4,143.14,784.31,211.75
ORD100938,2022-06-07,CUST1105,PROD140,4,108.83,572.89,137.57
ORD100939,2024-08-07,CUST1049,PROD102,7,230.44,2283.9,670.82
ORD100940,2022-03-09,CUST1132,PROD146,6,6.34,56.49,18.45
ORD100941,2022-07-23,CUST1051,PROD110,6,170.09,1376.08,355.54
ORD100942,2022-10-29,CUST1033,PROD149,8,296.43,2719.49,348.05
ORD100943,2023-08-26,CUST1085,PROD123,1,174.14,232.53,58.39
ORD100944,2022-03-21,CUST1132,PROD131,5,189.48,1054.16,106.76
ORD100945,2024-11-01,CUST1179,PROD138,7,313.0,2712.32,521.32
ORD100946,2022-05-14,CUST1125,PROD132,3,267.62,906.91,104.05
ORD100947,2024-07-15,CUST1071,PROD147,7,325.36,2765.56,488.04
ORD100948,2022-11-12,CUST1184,PROD130,8,8.9,103.92,32.72
ORD100949,2023-06-29,CUST1126,PROD100,4,278.28,1318.76,205.64
ORD100950,2023-09-30,CUST1036,PROD112,7,431.85,4271.44,1248.49
ORD100951,2023-07-12,CUST1051,PROD121,1,356.71,448.94,92.23
ORD100952,2022-10-13,CUST1061,PROD111,3,462.46,1731.01,343.63
ORD100953,2022-09-08,CUST1189,PROD128,2,19.97,57.42,17.48
ORD100954,2024-03-06,CUST1111,PROD110,5,170.09,1075.88,225.43
ORD100955,2024-11-19,CUST1194,PROD123,8,174.14,2079.88,686.76
ORD100956,2022-05-07,CUST1185,PROD113,4,29.1,137.3,20.9
ORD100957,2022-03-14,CUST1153,PROD100,6,278.28,2424.03,754.35
ORD100958,2022-04-08,CUST1140,PROD113,9,29.1,316.49,54.59
ORD100959,2022-02-02,CUST1189,PROD116,4,56.79,300.33,73.17
ORD100960,2024-11-30,CUST1121,PROD128,9,19.97,206.32,26.59
ORD100961,2022-10-14,CUST1125,PROD121,4,356.71,1596.28,169.44
ORD100962,2023-04-14,CUST1133,PROD112,3,431.85,1618.28,322.73
ORD100963,2024-08-22,CUST1163,PROD137,7,174.59,1431.99,209.86
ORD100964,2024-02-12,CUST1180,PROD117,3,177.5,689.74,157.24
ORD100965,2023-11-21,CUST1137,PROD137,6,174.59,1254.11,206.57
ORD100966,2024-06-03,CUST1049,PROD133,4,461.45,2059.08,213.28
ORD100967,2024-04-09,CUST1184,PROD146,2,6.34,17.59,4.91
ORD100968,2023-08-27,CUST1157,PROD105,7,255.4,2205.29,417.49
ORD100969,2022-12-27,CUST1189,PROD109,6,376.54,2640.87,381.63
ORD100970,2022-04-01,CUST1162,PROD123,9,174.14,2318.27,751.01
ORD100971,2023-08-09,CUST1122,PROD120,8,313.08,3244.57,739.93
ORD100972,2022-08-12,CUST1171,PROD127,3,144.94,576.22,141.4
ORD100973,2024-10-08,CUST1033,PROD129,7,356.62,3706.79,1210.45
ORD100974,2024-03-14,CUST1122,PROD123,3,174.14,599.35,76.93
ORD100975,2022-07-21,CUST1156,PROD128,8,19.97,187.38,27.62
ORD100976,2022-02-18,CUST1022,PROD134,8,49.3,545.88,151.48
ORD100977,2023-01-11,CUST1089,PROD100,1,278.28,368.53,90.25
ORD100978,2024-08-25,CUST1017,PROD119,4,341.85,1731.28,363.88
ORD100979,2023-09-22,CUST1033,PROD140,2,108.83,249.19,31.53
ORD100980,2023-08-03,CUST1097,PROD127,9,144.94,1739.61,435.15
ORD100981,2022-11-15,CUST1089,PROD143,6,349.16,2674.38,579.42
ORD100982,2024-08-26,CUST1123,PROD134,8,49.3,539.71,145.31
ORD100983,2022-10-21,CUST1007,PROD145,2,474.69,1158.4,209.02
ORD100984,2024-10-26,CUST1192,PROD114,6,130.55,987.74,204.44
ORD100985,2022-02-25,CUST1012,PROD126,7,274.12,2347.14,428.3
ORD100986,2022-02-08,CUST1071,PROD116,6,56.79,402.2,61.46
ORD100987,2023-07-16,CUST1172,PROD126,8,274.12,2857.88,664.92
ORD100988,2022-09-22,CUST1087,PROD103,6,203.85,1751.06,527.96
ORD100989,2024-12-22,CUST1038,PROD132,4,267.62,1192.27,121.79
ORD100990,2022-01-17,CUST1002,PROD107,4,189.65,981.74,223.14
ORD100991,2022-07-14,CUST1187,PROD135,4,205.94,1153.96,330.2
ORD100992,2023-02-20,CUST1073,PROD133,2,461.45,1249.26,326.36
ORD100993,2022-01-21,CUST1158,PROD123,7,174.14,1825.07,606.09
ORD100994,2022-02-22,CUST1190,PROD148,7,302.19,2375.29,259.96
ORD100995,2023-04-01,CUST1050,PROD135,3,205.94,719.57,101.75
ORD100996,2024-01-21,CUST1154,PROD103,6,203.85,1501.81,278.71
ORD100997,2024-09-02,CUST1012,PROD138,4,313.0,1380.32,128.32
ORD100998,2024-03-30,CUST1146,PROD100,4,278.28,1455.72,342.6
ORD100999,2024-11-22,CUST1157,PROD149,4,296.43,1608.14,422.42
ORD101000,2023-02-12,CUST1186,PROD138,2,313.0,793.45,167.45
ORD101001,2024-05-09,CUST1166,PROD140,8,108.83,1103.05,232.41
ORD101002,2024-02-14,CUST1070,PROD107,8,189.65,2201.32,684.12
ORD101003,2022-05-01,CUST1066,PROD126,6,274.12,2211.75,567.03
ORD101004,2024-12-25,CUST1124,PROD118,1,371.35,447.63,76.28
ORD101005,2024-05-05,CUST1049,PROD112,1,431.85,530.25,98.4
ORD101006,2023-05-24,CUST1179,PROD106,6,158.64,1123.49,171.65
ORD101007,2024-03-19,CUST1080,PROD133,8,461.45,4451.54,759.94
ORD101008,2024-11-26,CUST1031,PROD108,4,264.86,1449.38,389.94
ORD101009,2024-06-27,CUST1136,PROD136,3,17.04,69.27,18.15
ORD101010,2024-07-20,CUST1105,PROD125,9,440.22,4772.83,810.85
ORD101011,2022-03-04,CUST1103,PROD105,8,255.4,2688.63,645.43
ORD101012,2023-03-19,CUST1159,PROD127,3,144.94,627.99,193.17
ORD101013,2023-08-12,CUST1153,PROD124,1,339.74,410.19,70.45
ORD101014,2023-01-20,CUST1018,PROD118,7,371.35,2885.28,285.83
ORD101015,2024-10-22,CUST1092,PROD131,3,189.48,688.06,119.62
ORD101016,2023-12-19,CUST1065,PROD133,9,461.45,6131.1,1978.05
ORD101017,2024-09-27,CUST1185,PROD133,9,461.45,4602.43,449.38
ORD101018,2024-12-27,CUST1090,PROD126,6,274.12,1889.16,244.44
ORD101019,2023-02-06,CUST1115,PROD131,5,189.48,1107.97,160.57
ORD101020,2022-09-19,CUST1158,PROD114,1,130.55,180.49,49.94
ORD101021,2022-01-27,CUST1149,PROD112,9,431.85,5796.84,1910.19
ORD101022,2023-12-05,CUST1116,PROD135,5,205.94,1374.98,345.28
ORD101023,2023-06-10,CUST1075,PROD124,6,339.74,2314.44,276.0
ORD101024,2024-03-24,CUST1035,PROD108,7,264.86,2379.08,525.06
ORD101025,2023-07-23,CUST1125,PROD109,7,376.54,3724.96,1089.18
ORD101026,2022-02-28,CUST1182,PROD139,6,143.14,1006.25,147.41
ORD101027,2024-11-07,CUST1064,PROD111,5,462.46,2817.16,504.86
ORD101028,2024-05-13,CUST1063,PROD112,3,431.85,1771.06,475.51
ORD101029,2024-09-12,CUST1174,PROD117,5,177.5,1089.08,201.58
ORD101030,2022-08-09,CUST1096,PROD135,9,205.94,2579.17,725.71
ORD101031,2023-01-27,CUST1168,PROD132,6,267.62,2277.01,671.29
ORD101032,2022-10-10,CUST1058,PROD100,9,278.28,3587.26,1082.74
ORD101033,2022-10-01,CUST1068,PROD146,3,6.34,25.12,6.1
ORD101034,2023-12-10,CUST1157,PROD111,3,462.46,1736.33,348.95
ORD101035,2023-03-08,CUST1051,PROD119,3,341.85,1381.81,356.26
ORD101036,2022-05-06,CUST1054,PROD124,2,339.74,798.05,118.57
ORD101037,2022-01-07,CUST1056,PROD111,4,462.46,2186.19,336.35
ORD101038,2024-06-22,CUST1082,PROD128,4,19.97,114.03,34.15
ORD101039,2023-11-25,CUST1052,PROD117,7,177.5,1772.94,530.44
ORD101040,2022-01-27,CUST1101,PROD104,1,127.96,161.58,33.62
ORD101041,2023-12-17,CUST1066,PROD122,2,106.44,273.97,61.09
ORD101042,2023-03-10,CUST1115,PROD122,9,106.44,1218.43,260.47
ORD101043,2023-04-23,CUST1033,PROD101,6,139.47,1071.93,235.11
ORD101044,2024-06-06,CUST1155,PROD145,5,474.69,2827.06,453.61
ORD101045,2023-03-17,CUST1109,PROD101,6,139.47,993.57,156.75
ORD101046,2023-03-16,CUST1042,PROD108,6,264.86,2277.44,688.28
ORD101047,2024-01-03,CUST1113,PROD123,5,174.14,1190.1,319.4
ORD101048,2022-06-01,CUST1006,PROD147,1,325.36,484.89,159.53
ORD101049,2023-11-29,CUST1181,PROD116,9,56.79,594.98,83.87
ORD101050,2023-10-03,CUST1093,PROD138,6,313.0,2759.49,881.49
ORD101051,2023-02-08,CUST1032,PROD122,1,106.44,149.68,43.24
ORD101052,2023-04-01,CUST1103,PROD111,5,462.46,3031.49,719.19
ORD101053,2024-12-10,CUST1151,PROD144,1,337.62,459.6,121.98
ORD101054,2023-07-05,CUST1165,PROD128,4,19.97,114.63,34.75
ORD101055,2024-08-21,CUST1138,PROD135,3,205.94,809.99,192.17
ORD101056,2023-10-08,CUST1137,PROD112,1,431.85,586.86,155.01
ORD101057,2022-03-01,CUST1065,PROD103,3,203.85,911.64,300.09
ORD101058,2023-03-22,CUST1064,PROD142,7,290.68,2824.49,789.73
ORD101059,2024-08-24,CUST1003,PROD112,1,431.85,488.59,56.74
ORD101060,2022-12-12,CUST1153,PROD102,6,230.44,1917.34,534.7
ORD101061,2024-11-21,CUST1189,PROD111,9,462.46,6199.72,2037.58
ORD101062,2023-11-03,CUST1104,PROD108,5,264.86,1663.71,339.41
ORD101063,2022-03-26,CUST1195,PROD101,7,139.47,1090.88,114.59
ORD101064,2022-04-01,CUST1049,PROD119,2,341.85,950.98,267.28
ORD101065,2024-11-29,CUST1001,PROD136,4,17.04,83.4,15.24
ORD101066,2024-01-28,CUST1008,PROD130,5,8.9,65.29,20.79
ORD101067,2022-06-28,CUST1102,PROD119,3,341.85,1202.99,177.44
ORD101068,2022-10-22,CUST1097,PROD119,3,341.85,1282.62,257.07
ORD101069,2023-08-04,CUST1107,PROD135,6,205.94,1370.91,135.27
ORD101070,2023-01-15,CUST1095,PROD107,4,189.65,967.58,208.98
ORD101071,2023-07-06,CUST1157,PROD110,2,170.09,400.05,59.87
ORD101072,2022-05-08,CUST1048,PROD145,2,474.69,1271.07,321.69
ORD101073,2022-01-14,CUST1188,PROD128,1,19.97,27.93,7.96
ORD101074,2023-05-02,CUST1109,PROD135,9,205.94,2246.27,392.81
ORD101075,2022-12-26,CUST1156,PROD147,6,325.36,2251.8,299.64
ORD101076,2022-11-28,CUST1080,PROD149,4,296.43,1361.08,175.36
ORD101077,2022-07-23,CUST1088,PROD103,5,203.85,1225.03,205.78
ORD101078,2023-11-23,CUST1045,PROD109,7,376.54,3772.77,1136.99
ORD101079,2022-06-12,CUST1134,PROD142,9,290.68,3330.92,714.8
ORD101080,2022-03-22,CUST1018,PROD118,7,371.35,3060.04,460.59
ORD101081,2023-06-25,CUST1056,PROD105,4,255.4,1239.67,218.07
ORD101082,2023-01-29,CUST1161,PROD126,2,274.12,679.8,131.56
ORD101083,2022-01-09,CUST1008,PROD115,1,225.84,266.85,41.01
ORD101084,2022-05-26,CUST1078,PROD122,6,106.44,840.33,201.69
ORD101085,2022-08-25,CUST1146,PROD113,2,29.1,77.28,19.08
ORD101086,2022-04-12,CUST1187,PROD117,1,177.5,250.6,73.1
ORD101087,2024-10-14,CUST1039,PROD143,1,349.16,481.21,132.05
ORD101088,2024-12-19,CUST1152,PROD134,1,49.3,59.08,9.78
ORD101089,2023-06-09,CUST1140,PROD114,3,130.55,455.49,63.84
ORD101090,2024-06-16,CUST1009,PROD110,8,170.09,1988.76,628.04
ORD101091,2023-06-07,CUST1097,PROD103,2,203.85,583.11,175.41
ORD101092,2024-02-24,CUST1177,PROD108,2,264.86,584.27,54.55
ORD101093,2023-09-29,CUST1097,PROD127,2,144.94,321.58,31.7
ORD101094,2023-05-28,CUST1050,PROD101,4,139.47,722.75,164.87
ORD101095,2022-01-08,CUST1143,PROD139,5,143.14,1027.27,311.57
ORD101096,2023-10-28,CUST1167,PROD144,4,337.62,1985.39,634.91
ORD101097,2022-03-09,CUST1070,PROD118,4,371.35,1749.18,263.78
ORD101098,2023-01-08,CUST1061,PROD108,6,264.86,2262.55,673.39
ORD101099,2023-05-27,CUST1145,PROD100,3,278.28,1057.24,222.4
ORD101100,2023-02-25,CUST1136,PROD112,2,431.85,1175.31,311.61
ORD101101,2023-03-05,CUST1111,PROD141,2,62.27,152.71,28.17
ORD101102,2023-09-18,CUST1193,PROD111,5,462.46,2660.04,347.74
ORD101103,2023-05-27,CUST1135,PROD110,2,170.09,470.48,130.3
ORD101104,2023-09-16,CUST1020,PROD144,1,337.62,412.99,75.37
ORD101105,2024-09-20,CUST1168,PROD142,4,290.68,1292.82,130.1
ORD101106,2022-03-10,CUST1072,PROD106,9,158.64,2122.68,694.92
ORD101107,2022-04-02,CUST1116,PROD122,3,106.44,406.02,86.7
ORD101108,2024-02-21,CUST1128,PROD144,7,337.62,2693.55,330.21
ORD101109,2024-07-26,CUST1119,PROD107,1,189.65,270.25,80.6
ORD101110,2022-11-25,CUST1041,PROD112,3,431.85,1864.87,569.32
ORD101111,2023-10-09,CUST1130,PROD120,7,313.08,2674.89,483.33
